   3.00000000000000e+02   2.73345960134701e-01   5.82579884154063e-03   8.22311987931311e-02   1.44545836178950e-02
   3.00500277932185e+02   2.72751977553898e-01   6.03766148371720e-03   8.19287962697008e-02   1.49163272344785e-02
   3.01000555864369e+02   2.72141581015627e-01   6.26101800927629e-03   8.16299857271020e-02   1.54008590810837e-02
   3.01500833796554e+02   2.71504040071526e-01   6.48933296029871e-03   8.13334719746803e-02   1.58930596518542e-02
   3.02001111728738e+02   2.70859879531870e-01   6.72585402375339e-03   8.10476062533060e-02   1.64004405430032e-02
   3.02501389660923e+02   2.70207229412061e-01   6.97085556727645e-03   8.07718264870995e-02   1.69233364110493e-02
   3.03001667593107e+02   2.69549565458747e-01   7.22520078942986e-03   8.05076715392785e-02   1.74634959561300e-02
   3.03501945525292e+02   2.68868241383964e-01   7.48732101333091e-03   8.02482782394998e-02   1.80167057174734e-02
   3.04002223457476e+02   2.68189779485422e-01   7.75628217436840e-03   8.00052119002274e-02   1.85814105564330e-02
   3.04502501389661e+02   2.67515235883898e-01   8.03332956008439e-03   7.97784658808432e-02   1.91601670217446e-02
   3.05002779321845e+02   2.66821169285963e-01   8.32008595230554e-03   7.95584721981867e-02   1.97555199797696e-02
   3.05503057254030e+02   2.66133151770833e-01   8.61714121106797e-03   7.93553651879297e-02   2.03692235306064e-02
   3.06003335186215e+02   2.65448337026549e-01   8.92278107416275e-03   7.91683679397982e-02   2.09972147570333e-02
   3.06503613118399e+02   2.64765266963659e-01   9.23884100270357e-03   7.89964753831489e-02   2.16430924777711e-02
   3.07003891050584e+02   2.64104223500826e-01   9.55862984069481e-03   7.88480301189040e-02   2.22930722963448e-02
   3.07504168982768e+02   2.63439492178608e-01   9.89412927439418e-03   7.87113467035857e-02   2.29714210609040e-02
   3.08004446914953e+02   2.62787297433968e-01   1.02349629706526e-02   7.85935130028447e-02   2.36563955194656e-02
   3.08504724847137e+02   2.62164085728333e-01   1.05836338267502e-02   7.84992742359873e-02   2.43537948531984e-02
   3.09005002779322e+02   2.61567981015562e-01   1.09369601127702e-02   7.84272724466286e-02   2.50566981148167e-02
   3.09505280711506e+02   2.60978919508298e-01   1.13058186870254e-02   7.83688964710332e-02   2.57866371523833e-02
   3.10005558643691e+02   2.60443006673252e-01   1.16741719506612e-02   7.83398932331971e-02   2.65121873757147e-02
   3.10505836575875e+02   2.59929931938025e-01   1.20505725675702e-02   7.83278936440230e-02   2.72494937901327e-02
   3.11006114508060e+02   2.59461170192871e-01   1.24329426074353e-02   7.83388672673855e-02   2.79952235831722e-02
   3.11506392440245e+02   2.59045432715539e-01   1.28198973571325e-02   7.83741369161224e-02   2.87469838292811e-02
   3.12006670372429e+02   2.58666142509860e-01   1.32113973459125e-02   7.84257383512284e-02   2.95035482843625e-02
   3.12506948304614e+02   2.58350206789952e-01   1.35988117391419e-02   7.85003860194326e-02   3.02490526243317e-02
   3.13007226236798e+02   2.58083426052046e-01   1.39916259709565e-02   7.85910106197766e-02   3.10019167263201e-02
   3.13507504168983e+02   2.57893499593754e-01   1.43747408970713e-02   7.87039902987318e-02   3.17337629827587e-02
   3.14007782101167e+02   2.57762566665465e-01   1.47537849421874e-02   7.88297632135429e-02   3.24549201204513e-02
   3.14508060033352e+02   2.57699764117956e-01   1.51246941967481e-02   7.89682849194148e-02   3.31582948547275e-02
   3.15008337965536e+02   2.57708460411454e-01   1.54844830384169e-02   7.91175302578092e-02   3.38387383490808e-02
   3.15508615897721e+02   2.57788856923283e-01   1.58234485538838e-02   7.92722633169958e-02   3.44775594969680e-02
   3.16008893829906e+02   2.57942507305537e-01   1.61425252872552e-02   7.94317008262191e-02   3.50778585903341e-02
   3.16509171762090e+02   2.58159939998555e-01   1.64360238826191e-02   7.95861715988651e-02   3.56282649432905e-02
   3.17009449694275e+02   2.58440826308860e-01   1.66974616241227e-02   7.97331674925911e-02   3.61172925223198e-02
   3.17509727626459e+02   2.58780049865567e-01   1.69162833396061e-02   7.98677578891145e-02   3.65252098764160e-02
   3.18010005558644e+02   2.59161880297932e-01   1.70935136496561e-02   7.99794855626562e-02   3.68537262234531e-02
   3.18510283490828e+02   2.59579242250385e-01   1.72194075113451e-02   8.00665863183510e-02   3.70849372071589e-02
   3.19010561423013e+02   2.60017683582312e-01   1.72849674247525e-02   8.01225010391621e-02   3.72014998486608e-02
   3.19510839355197e+02   2.60458147746385e-01   1.72867456645086e-02   8.01377899025690e-02   3.71961976072931e-02
   3.20011117287382e+02   2.60887843724200e-01   1.72160791999090e-02   8.01150262763127e-02   3.70526331988011e-02
   3.20511395219566e+02   2.61291946056945e-01   1.70727468213392e-02   8.00558684332519e-02   3.67699391217403e-02
   3.21011673151751e+02   2.61645370131431e-01   1.68446140238553e-02   7.99440569539620e-02   3.63226775525069e-02
   3.21511951083936e+02   2.61948147949120e-01   1.65433034977408e-02   7.98022239624140e-02   3.57336063899876e-02
   3.22012229016120e+02   2.62191163421266e-01   1.61629429901121e-02   7.96326362505301e-02   3.49899457608621e-02
   3.22512506948305e+02   2.62375591279156e-01   1.57108987978162e-02   7.94466657998887e-02   3.41048735270944e-02
   3.23012784880489e+02   2.62501811502664e-01   1.51956065475465e-02   7.92491867721195e-02   3.30932606191921e-02
   3.23513062812674e+02   2.62602556832574e-01   1.46258208830352e-02   7.90774002738127e-02   3.19724414071531e-02
   3.24013340744858e+02   2.62695498218200e-01   1.40407240169814e-02   7.89388758253210e-02   3.08182277284678e-02
   3.24513618677043e+02   2.62804958211433e-01   1.34204178903172e-02   7.88540626303128e-02   2.95913228096168e-02
   3.25013896609227e+02   2.62973510544766e-01   1.28136602006653e-02   7.88478869770492e-02   2.83885945251516e-02
   3.25514174541412e+02   2.63213550846427e-01   1.22404781503545e-02   7.89188761682652e-02   2.72499675221003e-02
   3.26014452473596e+02   2.63552887813032e-01   1.16896629300183e-02   7.90855636715901e-02   2.61542165493065e-02
   3.26514730405781e+02   2.63999100181285e-01   1.12080744123830e-02   7.93408191633185e-02   2.51960612162789e-02
   3.27015008337966e+02   2.64574105126522e-01   1.07783523620877e-02   7.97011559773771e-02   2.43424933351988e-02
   3.27515286270150e+02   2.65244198145528e-01   1.04318125532479e-02   8.01308214764702e-02   2.36569945452391e-02
   3.28015564202335e+02   2.66018467699346e-01   1.01554356206902e-02   8.06389135333459e-02   2.31150913228964e-02
   3.28515842134519e+02   2.66862573323633e-01   9.94962756136502e-03   8.11973302604692e-02   2.27177904341607e-02
   3.29016120066704e+02   2.67752732050633e-01   9.81133551203494e-03   8.17883311278448e-02   2.24592733814930e-02
   3.29516397998888e+02   2.68721185151231e-01   9.72319306677745e-03   8.24431573228059e-02   2.23059294347367e-02
   3.30016675931073e+02   2.69705773099265e-01   9.68740089914323e-03   8.31114300929394e-02   2.22607949693116e-02
   3.30516953863257e+02   2.70766500724621e-01   9.69821201668544e-03   8.38480305924728e-02   2.23147241034467e-02
   3.31017231795442e+02   2.71833786993340e-01   9.76343986553483e-03   8.45962040291866e-02   2.24818374191140e-02
   3.31517509727626e+02   2.72982863559591e-01   9.89345707187478e-03   8.54269001766296e-02   2.27867980950751e-02
   3.32017787659811e+02   2.74163234676285e-01   1.01072601568331e-02   8.63032677659418e-02   2.32673697202682e-02
   3.32518065591996e+02   2.75379675951903e-01   1.04394025798517e-02   8.72413865147266e-02   2.39951825902422e-02
   3.33018343524180e+02   2.76601833804164e-01   1.09195891174003e-02   8.82299842672936e-02   2.50294494252941e-02
   3.33518621456365e+02   2.77786431030524e-01   1.15903332746174e-02   8.92489156252616e-02   2.64531993764229e-02
   3.34018899388549e+02   2.78901757020144e-01   1.24900234839384e-02   9.02902464046677e-02   2.83382356881838e-02
   3.34519177320734e+02   2.79912582888626e-01   1.36771519358157e-02   9.13416213849377e-02   3.07923565940150e-02
   3.35019455252918e+02   2.80814421976106e-01   1.52168847162082e-02   9.24218093315927e-02   3.39317778175110e-02
   3.35519733185103e+02   2.81595675546132e-01   1.70996548644667e-02   9.34918993418232e-02   3.77144456676811e-02
   3.36020011117287e+02   2.82319768641902e-01   1.94025531403235e-02   9.46061665916003e-02   4.22717460864517e-02
   3.36520289049472e+02   2.83068637099171e-01   2.21727313182300e-02   9.57909690843624e-02   4.76687953708834e-02
   3.37020566981656e+02   2.83959747000378e-01   2.53182755850012e-02   9.70471575505354e-02   5.37058515328149e-02
   3.37520844913841e+02   2.85139652378126e-01   2.89479011866975e-02   9.84402033600308e-02   6.05745680079510e-02
   3.38021122846026e+02   2.86760525376802e-01   3.29509919879615e-02   9.99573912120561e-02   6.80582770124961e-02
   3.38521400778210e+02   2.88935927731113e-01   3.72783752105932e-02   1.01605622495834e-01   7.60714240458130e-02
   3.39021678710395e+02   2.91773214333765e-01   4.18789567884515e-02   1.03365942728928e-01   8.45369996580337e-02
   3.39521956642579e+02   2.95326025531028e-01   4.66885355204636e-02   1.05205954985173e-01   9.33639660406752e-02
